Codigo;Bodega;Mes;Stock_Unid
BANE-00022;Almacen Punto de Venta 2;2024-12-01;47
BANE-00022;Almacen Punto de Ventas 1;2021-04-01;-93
BANE-00022;Almacen Punto de Ventas 1;2024-12-01;69
BANE-00023;Almacen Central;2020-04-01;-18
BANE-00023;Almacen Central;2023-09-01;-73
BANE-00023;Almacen Punto de Ventas 1;2023-11-01;44
BANE-00024;Almacen Central;2021-09-01;-97
BANE-00024;Almacen Punto de Ventas 1;2021-11-01;-79
BANE-00025;Almacen Punto de Venta 2;2024-05-01;61
BANE-00025;Almacen Punto de Ventas 1;2023-07-01;-65
BANE-00025;Almacen Punto de Ventas 1;2025-10-01;-57
BANE-00026;Almacen Central;2020-12-01;-43
BANE-00026;Almacen Central;2022-07-01;61
BANE-00026;Almacen Punto de Venta 2;2020-10-01;-71
BANE-00026;Almacen Punto de Ventas 1;2023-05-01;-86
BANE-00026;Almacen Punto de Ventas 1;2023-11-01;65
BANE-00026;Almacen Punto de Ventas 1;2024-11-01;80
BANE-00026;Almacen Punto de Ventas 1;2025-05-01;70
BANE-00027;Almacen Punto de Ventas 1;2025-03-01;-37
BANE-00028;Almacen Punto de Venta 2;2020-05-01;-45
BANE-00028;Almacen Punto de Venta 2;2022-06-01;-60
BANE-00029;Almacen Central;2021-11-01;-53
BANE-00029;Almacen Punto de Venta 2;2023-03-01;61
BANE-00029;Almacen Punto de Ventas 1;2022-04-01;-11
BANE-00030;Almacen Punto de Venta 2;2023-01-01;63
BANE-00030;Almacen Punto de Ventas 1;2020-03-01;-76
BANE-00031;Almacen Central;2020-10-01;-99
BANE-00031;Almacen Central;2024-02-01;-86
BANE-00031;Almacen Punto de Ventas 1;2021-02-01;-11
BANE-00031;Almacen Punto de Ventas 1;2021-08-01;-53
BANE-00033;Almacen Central;2022-10-01;-53
BANE-00033;Almacen Punto de Venta 2;2025-01-01;-69
BANE-00033;Almacen Punto de Ventas 1;2021-04-01;-84
BANE-00033;Almacen Punto de Ventas 1;2023-09-01;31
BANE-00034;Almacen Central;2022-02-01;-91
BANE-00034;Almacen Punto de Venta 2;2023-05-01;-87
BANE-00035;Almacen Central;2020-11-01;-22
BANE-00035;Almacen Punto de Venta 2;2021-08-01;-28
BANE-00035;Almacen Punto de Venta 2;2022-10-01;-50
BANE-00035;Almacen Punto de Ventas 1;2020-02-01;-99
BANE-00036;Almacen Central;2025-07-01;-95
BANE-00036;Almacen Punto de Ventas 1;2022-06-01;63
BANE-00037;Almacen Punto de Venta 2;2023-06-01;-42
BANE-00037;Almacen Punto de Ventas 1;2024-11-01;33
BANE-00038;Almacen Punto de Venta 2;2021-10-01;38
BANE-00038;Almacen Punto de Venta 2;2022-07-01;-33
BANE-00038;Almacen Punto de Venta 2;2024-03-01;48
BANE-00038;Almacen Punto de Ventas 1;2022-04-01;-28
BANE-00038;Almacen Punto de Ventas 1;2023-02-01;-11
BANE-00038;Almacen Punto de Ventas 1;2023-11-01;-55
BANE-00039;Almacen Central;2024-05-01;98
BANE-00040;Almacen Central;2020-07-01;12
BANE-00040;Almacen Central;2022-05-01;-68
BANE-00040;Almacen Punto de Ventas 1;2025-02-01;-2
BANE-00041;Almacen Central;2021-02-01;-17
BANE-00041;Almacen Central;2023-06-01;-11
BANE-00041;Almacen Central;2025-04-01;36
BANE-00041;Almacen Punto de Venta 2;2022-04-01;63
BANE-00041;Almacen Punto de Ventas 1;2024-07-01;-41
BANE-00041;Almacen Punto de Ventas 1;2025-02-01;-24
BANE-00042;Almacen Punto de Venta 2;2022-07-01;-51
BANE-00042;Almacen Punto de Ventas 1;2020-11-01;-39
BANE-00042;Almacen Punto de Ventas 1;2021-11-01;-4
BANE-00043;Almacen Central;2021-08-01;4
BANE-00043;Almacen Central;2021-12-01;66
BANE-00043;Almacen Central;2023-10-01;2
BANE-00043;Almacen Punto de Venta 2;2021-11-01;-87
BANE-00044;Almacen Central;2023-07-01;-13
BANE-00044;Almacen Punto de Venta 2;2022-04-01;-68
BANE-00045;Almacen Central;2023-08-01;-97
BANE-00045;Almacen Central;2024-11-01;-21
BANE-00045;Almacen Punto de Venta 2;2021-04-01;-30
BANE-00045;Almacen Punto de Venta 2;2021-06-01;-13
BANE-00045;Almacen Punto de Ventas 1;2023-07-01;73
BANE-00046;Almacen Central;2020-01-01;61
BANE-00046;Almacen Central;2021-02-01;-11
BANE-00046;Almacen Central;2022-10-01;-32
BANE-00046;Almacen Punto de Venta 2;2024-07-01;48
BANE-00046;Almacen Punto de Ventas 1;2023-05-01;-26
BANE-00046;Almacen Punto de Ventas 1;2024-02-01;-7
BANE-00047;Almacen Punto de Venta 2;2021-12-01;-39
BANE-00047;Almacen Punto de Venta 2;2025-12-01;-9
BANE-00047;Almacen Punto de Ventas 1;2022-11-01;-83
BANE-00048;Almacen Punto de Ventas 1;2022-06-01;-25
BANE-00048;Almacen Punto de Ventas 1;2023-06-01;-28
BANE-00049;Almacen Central;2024-04-01;-22
BANE-00050;Almacen Central;2021-07-01;-71
BANE-00050;Almacen Central;2022-01-01;-64
BANE-00050;Almacen Punto de Venta 2;2021-08-01;-46
BANE-00050;Almacen Punto de Venta 2;2024-10-01;-56
BANL-00001;Almacen Central;2021-12-01;-39
BANL-00001;Almacen Central;2022-01-01;-78
BANL-00001;Almacen Central;2023-02-01;-80
BANL-00001;Almacen Punto de Ventas 1;2024-07-01;68
BANL-00002;Almacen Central;2022-06-01;-63
BANL-00002;Almacen Central;2023-08-01;-27
BANL-00002;Almacen Punto de Venta 2;2022-04-01;15
BANL-00003;Almacen Central;2020-03-01;-60
BANL-00003;Almacen Central;2020-10-01;-69
BANL-00003;Almacen Punto de Venta 2;2025-04-01;-81
BANL-00003;Almacen Punto de Ventas 1;2020-09-01;-79
BANL-00003;Almacen Punto de Ventas 1;2021-04-01;-37
BANL-00004;Almacen Punto de Venta 2;2022-01-01;-56
BANL-00004;Almacen Punto de Venta 2;2024-04-01;92
BANL-00005;Almacen Punto de Venta 2;2025-01-01;-14
BANL-00007;Almacen Punto de Ventas 1;2020-02-01;62
BANL-00007;Almacen Punto de Ventas 1;2021-07-01;-83
BANL-00007;Almacen Punto de Ventas 1;2022-05-01;-22
BANL-00007;Almacen Punto de Ventas 1;2025-12-01;-33
BANL-00008;Almacen Central;2024-06-01;99
BANL-00008;Almacen Punto de Venta 2;2021-08-01;-16
BANL-00008;Almacen Punto de Venta 2;2023-05-01;-33
BANL-00008;Almacen Punto de Venta 2;2024-02-01;42
BANL-00008;Almacen Punto de Ventas 1;2024-07-01;96
BANL-00009;Almacen Punto de Venta 2;2024-11-01;-99
BANL-00009;Almacen Punto de Venta 2;2025-11-01;-99
BANL-00009;Almacen Punto de Ventas 1;2023-02-01;-77
BANL-00010;Almacen Central;2024-10-01;-46
BANL-00010;Almacen Central;2025-09-01;29
BANL-00010;Almacen Punto de Venta 2;2020-04-01;-28
BANL-00010;Almacen Punto de Venta 2;2020-06-01;-70
BANL-00010;Almacen Punto de Venta 2;2022-05-01;-42
BANL-00010;Almacen Punto de Venta 2;2025-03-01;-5
BANL-00010;Almacen Punto de Ventas 1;2020-12-01;-12
BANL-00010;Almacen Punto de Ventas 1;2022-11-01;-42
BANL-00011;Almacen Central;2022-02-01;-63
BANL-00011;Almacen Punto de Venta 2;2025-08-01;-46
BANL-00011;Almacen Punto de Ventas 1;2023-02-01;59
BANL-00012;Almacen Central;2021-01-01;-95
BANL-00012;Almacen Punto de Venta 2;2020-11-01;-22
BANL-00012;Almacen Punto de Venta 2;2023-01-01;55
BANL-00012;Almacen Punto de Venta 2;2023-07-01;-86
BANL-00012;Almacen Punto de Venta 2;2025-04-01;59
BANL-00012;Almacen Punto de Ventas 1;2021-11-01;58
BANL-00012;Almacen Punto de Ventas 1;2023-07-01;80
BANL-00012;Almacen Punto de Ventas 1;2024-10-01;-2
BANL-00013;Almacen Central;2021-01-01;-5
BANL-00013;Almacen Punto de Ventas 1;2021-02-01;-9
BANL-00015;Almacen Central;2021-11-01;-21
BANL-00015;Almacen Punto de Venta 2;2021-06-01;86
BANL-00015;Almacen Punto de Venta 2;2021-10-01;-6
BANL-00015;Almacen Punto de Ventas 1;2025-01-01;-4
BANL-00015;Almacen Punto de Ventas 1;2025-12-01;-14
BANL-00016;Almacen Central;2020-06-01;59
BANL-00016;Almacen Central;2020-07-01;-63
BANL-00016;Almacen Central;2023-01-01;-75
BANL-00016;Almacen Punto de Venta 2;2023-04-01;46
BANL-00017;Almacen Central;2020-08-01;-92
BANL-00017;Almacen Punto de Ventas 1;2020-09-01;19
BANL-00018;Almacen Central;2024-02-01;70
BANL-00018;Almacen Central;2025-12-01;-69
BANL-00018;Almacen Punto de Ventas 1;2022-02-01;25
BANL-00018;Almacen Punto de Ventas 1;2024-06-01;-33
BANL-00019;Almacen Central;2022-07-01;76
BANL-00019;Almacen Punto de Venta 2;2020-06-01;58
BANL-00019;Almacen Punto de Venta 2;2024-07-01;-5
BANL-00019;Almacen Punto de Venta 2;2025-01-01;-42
BANL-00019;Almacen Punto de Venta 2;2025-08-01;-48
BANL-00019;Almacen Punto de Ventas 1;2023-10-01;-62
BANL-00020;Almacen Punto de Venta 2;2020-09-01;-61
BANL-00020;Almacen Punto de Ventas 1;2023-07-01;34
BANL-00020;Almacen Punto de Ventas 1;2025-06-01;16
BANL-00020;Almacen Punto de Ventas 1;2025-11-01;92
BANL-00021;Almacen Central;2020-07-01;-69
BANL-00021;Almacen Central;2021-06-01;38
BANL-00021;Almacen Central;2024-12-01;-99
BANL-00021;Almacen Punto de Ventas 1;2022-09-01;-46
BANL-00021;Almacen Punto de Ventas 1;2024-07-01;67
BANL-00021;Almacen Punto de Ventas 1;2025-12-01;-53
BANL-00022;Almacen Central;2020-12-01;99
BANL-00022;Almacen Central;2023-10-01;-33
BANL-00022;Almacen Punto de Ventas 1;2020-08-01;-20
BANL-00022;Almacen Punto de Ventas 1;2024-04-01;-16
BANL-00022;Almacen Punto de Ventas 1;2025-12-01;-49
BANL-00023;Almacen Punto de Venta 2;2020-05-01;-22
BANL-00023;Almacen Punto de Venta 2;2022-02-01;-63
BANL-00023;Almacen Punto de Venta 2;2025-02-01;-96
BANL-00024;Almacen Punto de Ventas 1;2022-04-01;-44
BANL-00024;Almacen Punto de Ventas 1;2023-08-01;-40
BANL-00025;Almacen Central;2021-10-01;-44
BANL-00025;Almacen Punto de Ventas 1;2020-04-01;-93
BANL-00025;Almacen Punto de Ventas 1;2023-03-01;99
BANL-00026;Almacen Central;2025-05-01;-38
BANL-00027;Almacen Central;2021-11-01;-10
BANL-00027;Almacen Punto de Venta 2;2022-10-01;-22
BANL-00027;Almacen Punto de Ventas 1;2024-04-01;-69
BANL-00027;Almacen Punto de Ventas 1;2025-08-01;-65
BANL-00028;Almacen Central;2024-11-01;-65
BANL-00028;Almacen Punto de Venta 2;2023-11-01;90
BANL-00028;Almacen Punto de Ventas 1;2020-08-01;-42
BANL-00029;Almacen Central;2025-06-01;14
BANL-00029;Almacen Punto de Venta 2;2023-03-01;-51
BANL-00029;Almacen Punto de Venta 2;2024-08-01;-46
BANL-00029;Almacen Punto de Ventas 1;2021-10-01;-45
BANL-00029;Almacen Punto de Ventas 1;2025-11-01;-13
BANL-00030;Almacen Punto de Venta 2;2025-09-01;48
BANL-00030;Almacen Punto de Ventas 1;2025-08-01;-25
BANL-00031;Almacen Central;2024-01-01;5
BANL-00031;Almacen Punto de Venta 2;2021-05-01;-72
BANL-00031;Almacen Punto de Venta 2;2025-04-01;-54
BANP-00001;Almacen Punto de Ventas 1;2024-05-01;-68
BANP-00001;Almacen Punto de Ventas 1;2025-04-01;-66
BANR-00001;Almacen Central;2025-09-01;35
BANR-00001;Almacen Punto de Venta 2;2021-10-01;-83
BANR-00001;Almacen Punto de Ventas 1;2022-12-01;-54
BANR-00002;Almacen Central;2021-07-01;-80
BANR-00002;Almacen Central;2025-12-01;96
BANR-00002;Almacen Punto de Ventas 1;2020-05-01;68
BANR-00002;Almacen Punto de Ventas 1;2023-02-01;-53
BANR-00003;Almacen Punto de Venta 2;2021-11-01;47
BANR-00003;Almacen Punto de Venta 2;2023-04-01;-74
BANR-00003;Almacen Punto de Ventas 1;2021-03-01;-19
BANR-00003;Almacen Punto de Ventas 1;2025-11-01;-90
BANR-00004;Almacen Punto de Venta 2;2020-04-01;-46
BANR-00004;Almacen Punto de Ventas 1;2024-04-01;-87
BANR-00005;Almacen Central;2021-04-01;-52
BANR-00005;Almacen Punto de Ventas 1;2023-07-01;31
BANR-00005;Almacen Punto de Ventas 1;2025-12-01;94
BANR-00006;Almacen Punto de Venta 2;2022-11-01;-65
BANR-00006;Almacen Punto de Venta 2;2024-04-01;26
BANR-00007;Almacen Central;2022-06-01;-47
BANR-00007;Almacen Central;2022-11-01;66
BANR-00007;Almacen Punto de Ventas 1;2023-10-01;68
BANR-00008;Almacen Central;2024-09-01;98
BANR-00008;Almacen Punto de Venta 2;2021-01-01;-46
BANR-00009;Almacen Central;2021-03-01;-55
BANR-00009;Almacen Punto de Venta 2;2020-04-01;29
BANR-00009;Almacen Punto de Ventas 1;2023-05-01;-31
BANR-00010;Almacen Punto de Venta 2;2020-02-01;21
BANR-00010;Almacen Punto de Ventas 1;2020-04-01;51
BANR-00011;Almacen Punto de Venta 2;2020-12-01;-25
BANR-00011;Almacen Punto de Venta 2;2022-09-01;-2
BANR-00011;Almacen Punto de Venta 2;2025-05-01;41
BANR-00012;Almacen Central;2020-12-01;-22
BANR-00012;Almacen Central;2021-07-01;-55
BANR-00012;Almacen Central;2024-05-01;-34
BANR-00012;Almacen Punto de Venta 2;2020-02-01;-46
BANR-00012;Almacen Punto de Venta 2;2021-05-01;-86
BANR-00012;Almacen Punto de Venta 2;2025-06-01;-62
BANR-00013;Almacen Central;2021-02-01;-76
BANR-00013;Almacen Punto de Venta 2;2021-08-01;69
BANR-00014;Almacen Central;2020-11-01;-17
BANR-00014;Almacen Central;2023-12-01;-27
BANR-00014;Almacen Punto de Venta 2;2023-08-01;-36
BANR-00014;Almacen Punto de Venta 2;2023-11-01;-59
BANR-00015;Almacen Punto de Venta 2;2024-03-01;-27
BANR-00016;Almacen Central;2022-04-01;-11
BANR-00016;Almacen Central;2023-09-01;-82
BANR-00016;Almacen Punto de Venta 2;2020-08-01;-75
BANR-00016;Almacen Punto de Venta 2;2021-01-01;47
BANR-00016;Almacen Punto de Ventas 1;2024-04-01;57
BANR-00018;Almacen Central;2021-08-01;-13
BANR-00018;Almacen Central;2024-02-01;97
BANR-00018;Almacen Central;2024-07-01;12
BANR-00018;Almacen Punto de Ventas 1;2024-05-01;-35
BANR-00019;Almacen Central;2024-01-01;-23
BANR-00019;Almacen Punto de Venta 2;2020-09-01;30
BANR-00019;Almacen Punto de Venta 2;2021-05-01;-23
BANR-00019;Almacen Punto de Venta 2;2023-06-01;-7
BANR-00019;Almacen Punto de Venta 2;2025-01-01;60
BANR-00019;Almacen Punto de Venta 2;2025-07-01;-94
BANR-00020;Almacen Central;2021-05-01;-83
BANR-00020;Almacen Central;2023-04-01;59
BANR-00020;Almacen Punto de Ventas 1;2020-10-01;-94
BANR-00020;Almacen Punto de Ventas 1;2025-02-01;-3
BANR-00021;Almacen Central;2022-07-01;99
BANR-00021;Almacen Central;2023-06-01;-35
BANR-00022;Almacen Punto de Venta 2;2022-11-01;35
BANR-00022;Almacen Punto de Ventas 1;2023-04-01;-84
BANR-00022;Almacen Punto de Ventas 1;2025-08-01;-41
BANR-00023;Almacen Punto de Venta 2;2020-12-01;-72
BANR-00023;Almacen Punto de Ventas 1;2020-11-01;-10
BANR-00023;Almacen Punto de Ventas 1;2022-12-01;-21
BANR-00024;Almacen Punto de Venta 2;2023-08-01;18
BANR-00024;Almacen Punto de Venta 2;2024-02-01;-29
BANR-00024;Almacen Punto de Ventas 1;2020-10-01;-42
BANR-00025;Almacen Central;2023-04-01;-42
BANR-00025;Almacen Punto de Venta 2;2024-09-01;-26
BANR-00025;Almacen Punto de Ventas 1;2020-12-01;-12
BANR-00025;Almacen Punto de Ventas 1;2024-09-01;36
BANR-00026;Almacen Central;2024-10-01;76
BANR-00026;Almacen Punto de Ventas 1;2023-12-01;3
BANR-00027;Almacen Punto de Venta 2;2022-05-01;-37
BANR-00027;Almacen Punto de Ventas 1;2024-12-01;80
BANR-00027;Almacen Punto de Ventas 1;2025-01-01;-11
BANR-00027;Almacen Punto de Ventas 1;2025-05-01;8
BANR-00028;Almacen Central;2023-07-01;5
BANR-00028;Almacen Punto de Venta 2;2022-02-01;-84
BANR-00028;Almacen Punto de Venta 2;2023-01-01;-47
BANR-00028;Almacen Punto de Venta 2;2023-05-01;-4
BANR-00028;Almacen Punto de Venta 2;2023-12-01;-11
BANR-00028;Almacen Punto de Venta 2;2024-09-01;-14
BANR-00028;Almacen Punto de Venta 2;2025-06-01;-72
BANR-00028;Almacen Punto de Ventas 1;2022-12-01;75
BANR-00029;Almacen Central;2023-02-01;-96
BANR-00029;Almacen Punto de Ventas 1;2020-12-01;77
BANR-00030;Almacen Central;2022-04-01;-98
BANR-00030;Almacen Punto de Ventas 1;2024-04-01;52
BANR-00030;Almacen Punto de Ventas 1;2024-07-01;15
BANR-00031;Almacen Central;2023-10-01;-33
BANR-00031;Almacen Central;2025-11-01;2
BANR-00031;Almacen Punto de Ventas 1;2020-06-01;-16
BANR-00031;Almacen Punto de Ventas 1;2024-06-01;-68
BANR-00032;Almacen Central;2023-04-01;-76
BANR-00032;Almacen Central;2025-10-01;-47
BANR-00032;Almacen Punto de Ventas 1;2021-04-01;81
BANR-00032;Almacen Punto de Ventas 1;2022-01-01;-35
BANR-00032;Almacen Punto de Ventas 1;2025-05-01;-50
BANR-00033;Almacen Punto de Venta 2;2023-07-01;5
BANR-00033;Almacen Punto de Ventas 1;2023-06-01;-50
BANR-00033;Almacen Punto de Ventas 1;2025-01-01;-59
BANR-00034;Almacen Central;2021-12-01;-27
BANR-00034;Almacen Punto de Venta 2;2021-02-01;-95
BANR-00034;Almacen Punto de Ventas 1;2023-04-01;-56
BANR-00035;Almacen Central;2022-02-01;-19
BANR-00035;Almacen Central;2025-08-01;-47
BANR-00036;Almacen Central;2020-07-01;33
BANR-00036;Almacen Central;2023-03-01;92
BANR-00036;Almacen Punto de Venta 2;2020-08-01;-28
BANR-00036;Almacen Punto de Ventas 1;2025-11-01;-86
BANR-00037;Almacen Punto de Venta 2;2021-10-01;-74
BANR-00038;Almacen Central;2024-05-01;-7
BANR-00038;Almacen Punto de Ventas 1;2020-09-01;38
BANR-00038;Almacen Punto de Ventas 1;2022-09-01;-4
BANR-00039;Almacen Central;2025-03-01;90
BANR-00039;Almacen Central;2025-07-01;-87
BANR-00039;Almacen Punto de Venta 2;2020-09-01;89
BANR-00039;Almacen Punto de Venta 2;2025-04-01;80
BANR-00039;Almacen Punto de Ventas 1;2020-05-01;32
BANR-00039;Almacen Punto de Ventas 1;2024-08-01;-11
BANR-00040;Almacen Central;2020-06-01;3
BANR-00040;Almacen Central;2023-09-01;23
BANR-00040;Almacen Central;2025-05-01;-31
BANR-00040;Almacen Punto de Venta 2;2021-11-01;26
BANR-00041;Almacen Punto de Venta 2;2020-06-01;-61
BANR-00041;Almacen Punto de Venta 2;2022-09-01;-54
BANR-00042;Almacen Punto de Venta 2;2022-02-01;-59
BANR-00042;Almacen Punto de Venta 2;2023-11-01;-26
BANR-00042;Almacen Punto de Venta 2;2024-07-01;-65
BANR-00042;Almacen Punto de Ventas 1;2022-02-01;-47
BANR-00042;Almacen Punto de Ventas 1;2023-04-01;4
BANR-00042;Almacen Punto de Ventas 1;2025-03-01;94
BANR-00043;Almacen Punto de Venta 2;2023-09-01;-36
BANR-00043;Almacen Punto de Ventas 1;2020-04-01;-61
BANR-00044;Almacen Punto de Ventas 1;2021-02-01;-11
BANR-00046;Almacen Central;2021-09-01;46
BANR-00046;Almacen Central;2022-04-01;-41
BANR-00047;Almacen Central;2020-11-01;-58
BANR-00047;Almacen Central;2023-12-01;-16
BANR-00047;Almacen Central;2025-03-01;-78
BANR-00047;Almacen Punto de Ventas 1;2022-09-01;-90
BANR-00048;Almacen Punto de Venta 2;2022-10-01;69
BANR-00048;Almacen Punto de Ventas 1;2022-07-01;-64
BANR-00048;Almacen Punto de Ventas 1;2023-04-01;-9
BANR-00048;Almacen Punto de Ventas 1;2025-02-01;-14
BANR-00049;Almacen Central;2021-06-01;-80
BANR-00049;Almacen Central;2022-03-01;46
BANR-00049;Almacen Central;2023-12-01;-95
BANR-00049;Almacen Central;2025-02-01;-50
BANR-00049;Almacen Central;2025-04-01;10
BANR-00049;Almacen Punto de Venta 2;2025-06-01;-2
BANR-00050;Almacen Central;2022-09-01;-14
BANR-00050;Almacen Punto de Venta 2;2025-03-01;-57
BANR-00050;Almacen Punto de Ventas 1;2022-12-01;-78
BANR-00050;Almacen Punto de Ventas 1;2025-10-01;-91
BANR-00051;Almacen Central;2021-05-01;-89
BANR-00051;Almacen Central;2023-09-01;-68
BANR-00052;Almacen Central;2022-12-01;-28
BANR-00053;Almacen Central;2021-06-01;-57
BANR-00053;Almacen Central;2023-04-01;-59
BANR-00053;Almacen Punto de Venta 2;2021-07-01;78
BANR-00053;Almacen Punto de Venta 2;2022-04-01;-79
BANR-00053;Almacen Punto de Venta 2;2023-03-01;2
BANR-00053;Almacen Punto de Venta 2;2025-01-01;-2
BANR-00053;Almacen Punto de Ventas 1;2020-04-01;45
BANR-00053;Almacen Punto de Ventas 1;2021-10-01;14
BANR-00053;Almacen Punto de Ventas 1;2024-04-01;-65
BANR-00054;Almacen Central;2020-05-01;-83
BANR-00054;Almacen Central;2025-06-01;-20
BANR-00054;Almacen Punto de Venta 2;2022-11-01;-61
BANR-00054;Almacen Punto de Ventas 1;2022-11-01;-68
BANR-00055;Almacen Central;2024-02-01;-31
BANR-00055;Almacen Central;2024-12-01;96
BANR-00055;Almacen Punto de Venta 2;2020-08-01;46
BANR-00056;Almacen Central;2021-01-01;-41
BANR-00056;Almacen Punto de Venta 2;2023-01-01;-45
BANR-00056;Almacen Punto de Venta 2;2025-02-01;-92
BANR-00056;Almacen Punto de Ventas 1;2021-05-01;14
BANR-00056;Almacen Punto de Ventas 1;2022-10-01;-65
BANR-00057;Almacen Central;2021-09-01;36
BANR-00057;Almacen Central;2021-11-01;-84
BANR-00057;Almacen Punto de Venta 2;2025-11-01;-43
BANR-00057;Almacen Punto de Ventas 1;2023-04-01;-88
BANR-00058;Almacen Punto de Ventas 1;2022-03-01;82
BANR-00058;Almacen Punto de Ventas 1;2022-08-01;-25
BANR-00059;Almacen Punto de Ventas 1;2025-06-01;-10
BANR-00060;Almacen Central;2020-02-01;-45
BANR-00060;Almacen Punto de Venta 2;2022-05-01;-36
BANR-00060;Almacen Punto de Venta 2;2024-10-01;54
BANR-00060;Almacen Punto de Ventas 1;2021-02-01;70
BANR-00061;Almacen Central;2022-01-01;-83
BANR-00061;Almacen Central;2022-03-01;-24
BANR-00061;Almacen Central;2025-12-01;-54
BANR-00061;Almacen Punto de Venta 2;2020-08-01;-20
BANR-00062;Almacen Central;2020-03-01;-50
BANR-00062;Almacen Punto de Venta 2;2025-07-01;-41
BANR-00062;Almacen Punto de Ventas 1;2025-02-01;-27
BANR-00063;Almacen Central;2020-05-01;20
BANR-00063;Almacen Central;2020-12-01;99
BANR-00063;Almacen Punto de Venta 2;2020-08-01;-37
BANR-00064;Almacen Central;2021-11-01;-60
BANR-00064;Almacen Punto de Venta 2;2020-07-01;-6
BANR-00064;Almacen Punto de Venta 2;2021-06-01;40
BANR-00064;Almacen Punto de Venta 2;2025-10-01;-19
BANR-00064;Almacen Punto de Ventas 1;2021-08-01;72
BANR-00064;Almacen Punto de Ventas 1;2025-03-01;-6
BANR-00065;Almacen Central;2021-03-01;51
BANR-00065;Almacen Central;2022-02-01;34
BANR-00065;Almacen Punto de Ventas 1;2024-01-01;-52
BANR-00066;Almacen Central;2020-03-01;77
BANR-00066;Almacen Punto de Venta 2;2025-10-01;-75
BANR-00067;Almacen Central;2022-01-01;66
BANR-00067;Almacen Punto de Venta 2;2020-01-01;-8
BANR-00067;Almacen Punto de Venta 2;2022-06-01;-58
BANR-00067;Almacen Punto de Venta 2;2025-05-01;5
BANR-00068;Almacen Punto de Ventas 1;2025-04-01;-63
BANR-00069;Almacen Central;2021-07-01;-55
BANR-00069;Almacen Central;2024-10-01;-75
BANR-00069;Almacen Punto de Venta 2;2024-09-01;36
BANR-00069;Almacen Punto de Venta 2;2025-05-01;-69
BANR-00069;Almacen Punto de Ventas 1;2025-03-01;-79
BANR-00070;Almacen Central;2022-01-01;-93
BANR-00070;Almacen Punto de Ventas 1;2021-07-01;-88
BANR-00070;Almacen Punto de Ventas 1;2024-07-01;-2
BANR-00070;Almacen Punto de Ventas 1;2025-12-01;51
BANR-00071;Almacen Punto de Venta 2;2025-03-01;55
BANR-00071;Almacen Punto de Ventas 1;2022-01-01;-9
BANR-00072;Almacen Central;2022-08-01;35
BANR-00072;Almacen Central;2023-05-01;-26
BANR-00072;Almacen Punto de Venta 2;2024-07-01;93
BANR-00073;Almacen Punto de Venta 2;2023-12-01;-62
